Query ORF,Query Name,Array ORF,Array Name,Array annotation,Normalized colony size (EXPERIMENT),Normalized colony std. dev. (EXPERIMENT),Normalized colony size (CONTROL),Normalized colony std. dev. (CONTROL),Score,Score stdev,p-Value
NAHCO3,NAHCO3,YMR289W,ABZ2,,1.08895,0.035,1.06044,0.052,0.02298,0.035,0.00001
NAHCO3,NAHCO3,YMR285C,NGL2,,1.16137,0.025,1.0421,0.037,0.12772,0.025,0
NAHCO3,NAHCO3,YMR313C,TGL3,,1.26031,0.054,0.95379,0.022,0.31843,0.054,0.00002
NAHCO3,NAHCO3,YMR312W,ELP6,,1.01417,0.089,0.83053,0.033,0.18608,0.089,0.00018
NAHCO3,NAHCO3,YMR311C,GLC8,,1.27959,0.025,1.10816,0.018,0.1697,0.025,0
NAHCO3,NAHCO3,YMR310C,YMR310C,,0.86238,0.018,0.97521,0.027,-0.11344,0.018,0.00014
NAHCO3,NAHCO3,YMR307W,GAS1,,0.37495,0.008,0.86906,0.022,-0.49761,0.008,0.00015
NAHCO3,NAHCO3,YMR306W,FKS3,,0.7758,0.008,0.90937,0.035,-0.13608,0.008,0.00003
NAHCO3,NAHCO3,YMR306C-A,YMR306C-A,,1.14122,0.047,1.0637,0.024,0.08094,0.047,0.00002
NAHCO3,NAHCO3,YMR305C,SCW10,,0.85589,0.034,1.04278,0.01,-0.18984,0.034,0.00002
NAHCO3,NAHCO3,YMR304W,UBP15,,0.64638,0.013,0.88929,0.037,-0.24675,0.013,0.00014
NAHCO3,NAHCO3,YMR304C-A,YMR304C-A,,0.98381,0.023,1.08779,0.037,-0.1111,0.023,0.00018
NAHCO3,NAHCO3,YMR303C,ADH2,,1.10818,0.022,1.04164,0.044,0.07659,0.022,0
NAHCO3,NAHCO3,YMR326C,YMR326C,,0.99835,0.028,1.0598,0.029,-0.05851,0.028,0.00026
NAHCO3,NAHCO3,YMR320W,YMR320W,,1.2274,0.058,0.99876,0.052,0.22155,0.058,0.00003
NAHCO3,NAHCO3,YMR319C,FET4,,0.81929,0.049,0.93042,0.006,-0.11172,0.049,0.00006
NAHCO3,NAHCO3,YMR318C,ADH6,,0.94675,0.026,1.1129,0.037,-0.15864,0.026,0.00001
NAHCO3,NAHCO3,YMR317W,YMR317W,,1.17413,0.019,1.03815,0.056,0.13287,0.019,0
NAHCO3,NAHCO3,YMR316W,DIA1,,0.90555,0.017,1.05078,0.006,-0.14778,0.017,0.00011
NAHCO3,NAHCO3,YMR316C-B,YMR316C-B,,1.06346,0.073,0.91927,0.031,0.13714,0.073,0.00156
NAHCO3,NAHCO3,YMR316C-A,YMR316C-A,,1.08204,0.03,0.98683,0.021,0.09245,0.03,0.00001
NAHCO3,NAHCO3,YMR315W,YMR315W,,0.93569,0.048,0.95268,0.029,-0.01573,0.048,0.00004
NAHCO3,NAHCO3,YNL021W,HDA1,,#NUM!,#NUM!,1.36869,0.072,#NUM!,#NUM!,#NUM!
NAHCO3,NAHCO3,YNL020C,ARK1,,0.96711,0.057,1.2709,0.13,-0.2757,0.057,0.00117
NAHCO3,NAHCO3,YNL016W,PUB1,,1.02334,0.012,1.14902,0.031,-0.12393,0.012,0.00005
NAHCO3,NAHCO3,YNL015W,PBI2,,0.88504,0.069,1.03379,0.001,-0.14884,0.069,0.00013
NAHCO3,NAHCO3,YNL013C,YNL013C,,0.74634,0.039,0.96749,0.051,-0.21459,0.039,0.00004
NAHCO3,NAHCO3,YNL012W,SPO1,,0.79067,0.277,0.91268,0.08,-0.12732,0.277,0.01065
NAHCO3,NAHCO3,YNL010W,YNL010W,,1.06265,0.051,0.95484,0.052,0.11611,0.051,0.00003
NAHCO3,NAHCO3,YNL009W,IDP3,,1.06148,0.018,0.94078,0.061,0.12599,0.018,0
NAHCO3,NAHCO3,YNL008C,ASI3,,1.3021,0.014,1.04208,0.126,0.26779,0.014,0.00004
NAHCO3,NAHCO3,YNL004W,HRB1,,1.24662,0.038,0.97525,0.031,0.27307,0.038,0.00001
NAHCO3,NAHCO3,YNL003C,PET8,,0.7279,0.006,0.79584,0.012,-0.06882,0.006,0.00002
NAHCO3,NAHCO3,YNL035C,YNL035C,,1.13576,0.093,1.09018,0.041,0.05263,0.093,0.00015
NAHCO3,NAHCO3,YNL034W,YNL034W,,1.14659,0.03,1.00668,0.015,0.13985,0.03,0.00001
NAHCO3,NAHCO3,YNL032W,SIW14,,1.07183,0.132,1.08733,0.037,-0.02025,0.133,0.00051
NAHCO3,NAHCO3,YNL031C,HHT2,,1.30182,0.007,1.01724,0.01,0.28553,0.007,0.00001
NAHCO3,NAHCO3,YNL030W,HHF2,,1.2329,0.034,1.02596,0.019,0.20958,0.034,0.00001
NAHCO3,NAHCO3,YNL029C,KTR5,,1.18775,0.015,1.02514,0.012,0.16492,0.015,0.00005
NAHCO3,NAHCO3,YNL028W,YNL028W,,0.98666,0.018,1.00161,0.025,-0.01127,0.018,0.00011
NAHCO3,NAHCO3,YNL027W,CRZ1,,0.89773,0.056,0.92796,0.039,-0.03381,0.056,0.00007
NAHCO3,NAHCO3,YNL024C,YNL024C,,0.78398,0.043,0.88569,0.032,-0.10408,0.043,0.00004
NAHCO3,NAHCO3,YNL023C,FAP1,,1.23008,0.058,1.03667,0.006,0.1907,0.058,0.00003
NAHCO3,NAHCO3,YNL022C,YNL022C,,1.28705,0.038,1.24971,0.115,0.02663,0.038,0.00028
NAHCO3,NAHCO3,YNL052W,COX5A,,0.69594,0.004,0.91046,0.039,-0.20248,0.004,0.00001
NAHCO3,NAHCO3,YNL051W,COG5,,0.82532,0.025,0.99485,0.017,-0.16721,0.025,0.00001
NAHCO3,NAHCO3,YNL050C,YNL050C,,1.27749,0.019,1.01898,0.011,0.2561,0.019,0
NAHCO3,NAHCO3,YNL049C,SFB2,,0.93311,0.025,1.0166,0.015,-0.08033,0.025,0.00001
NAHCO3,NAHCO3,YNL046W,YNL046W,,0.93161,0.043,1.01272,0.044,-0.0795,0.043,0.00003
NAHCO3,NAHCO3,YNL045W,LAP2,,1.23388,0.031,1.0305,0.038,0.19554,0.031,0
NAHCO3,NAHCO3,YNL044W,YIP3,,1.18372,0.043,1.04455,0.025,0.13994,0.043,0.00001
NAHCO3,NAHCO3,YNL043C,YNL043C,,1.32616,0.062,1.11333,0.007,0.21256,0.062,0.00003
NAHCO3,NAHCO3,YNL041C,COG6,,1.08891,0.061,0.99932,0.024,0.09347,0.061,0.00005
NAHCO3,NAHCO3,YNL040W,YNL040W,,1.09116,0.044,1.03702,0.027,0.06207,0.044,0.00002
NAHCO3,NAHCO3,YNL037C,IDH1,,0.86866,0.025,0.83927,0.027,0.03373,0.025,0.00001
NAHCO3,NAHCO3,YNL068C,FKH2,,1.03453,0.062,0.91966,0.027,0.12276,0.062,0.00006
NAHCO3,NAHCO3,YNL067W,RPL9B,,1.21302,0.006,1.05672,0.045,0.16453,0.006,0.00001
NAHCO3,NAHCO3,YNL066W,SUN4,,1.19899,0.068,1.07881,0.023,0.11482,0.068,0.00005
NAHCO3,NAHCO3,YNL065W,AQR1,,1.26873,0.011,1.07748,0.029,0.19186,0.011,0.00003
NAHCO3,NAHCO3,YNL064C,YDJ1,,0.54455,0.006,0.75774,0.019,-0.21503,0.006,0.00004
NAHCO3,NAHCO3,YNL063W,MTQ1,,1.04267,0.037,1.03575,0.027,0.00816,0.037,0.00001
NAHCO3,NAHCO3,YNL058C,YNL058C,,1.11412,0.026,1.01248,0.006,0.10422,0.026,0
NAHCO3,NAHCO3,YNL057W,YNL057W,,0.89348,0.059,0.91809,0.08,-0.03896,0.059,0.00008
NAHCO3,NAHCO3,YNL056W,OCA2,,1.04447,0.053,1.1516,0.024,-0.11056,0.053,0.00004
NAHCO3,NAHCO3,YNL081C,SWS2,,0.70953,0.048,0.7852,0.014,-0.07286,0.048,0.00009
NAHCO3,NAHCO3,YNL080C,EOS1,,0.97262,0.024,0.94057,0.037,0.03263,0.024,0
NAHCO3,NAHCO3,YNL079C,TPM1,,0.971,0.02,0.97259,0.035,-0.00304,0.02,0.00013
NAHCO3,NAHCO3,YNL078W,NIS1,,1.24574,0.049,1.05272,0.013,0.187,0.049,0.00002
NAHCO3,NAHCO3,YNL077W,APJ1,,1.21289,0.048,1.13024,0.01,0.08768,0.048,0.00002
NAHCO3,NAHCO3,YNL076W,MKS1,,0.96812,0.01,0.97595,0.038,-0.01345,0.01,0.00004
NAHCO3,NAHCO3,YNL074C,MLF3,,1.11424,0.066,1.09346,0.046,0.03641,0.066,0.00006
NAHCO3,NAHCO3,YNL072W,RNH201,,1.15891,0.026,1.04229,0.007,0.11392,0.026,0
NAHCO3,NAHCO3,YNL071W,LAT1,,1.00998,0.032,0.97407,0.068,0.04691,0.032,0.00001
NAHCO3,NAHCO3,YNL070W,TOM7,,0.79558,0.047,0.94439,0.042,-0.1471,0.047,0.00006
NAHCO3,NAHCO3,YNL095C,YNL095C,,1.14924,0.044,1.05951,0.042,0.0879,0.044,0.00002
NAHCO3,NAHCO3,YNL094W,APP1,,0.87561,0.041,0.82617,0.061,0.05806,0.041,0.00003
NAHCO3,NAHCO3,YNL093W,YPT53,,1.15839,0.015,1.09638,0.059,0.05196,0.015,0
NAHCO3,NAHCO3,YNL092W,YNL092W,,1.49759,0.069,1.25926,0.009,0.23439,0.069,0.00003
NAHCO3,NAHCO3,YNL091W,NST1,,0.64614,0.056,0.87143,0.042,-0.23296,0.056,0.00018
NAHCO3,NAHCO3,YNL090W,RHO2,,0.87352,0.052,1.02329,0.024,-0.15041,0.052,0.00006
NAHCO3,NAHCO3,YNL089C,YNL089C,,1.20847,0.008,1.16202,0.036,0.05737,0.008,0.00002
NAHCO3,NAHCO3,YNL087W,TCB2,,0.86154,0.012,0.81835,0.016,0.04374,0.012,0
NAHCO3,NAHCO3,YNL085W,MKT1,,1.00563,0.011,1.06452,0.025,-0.06221,0.011,0
NAHCO3,NAHCO3,YNL083W,SAL1,,1.04499,0.006,1.03476,0.053,-0.00427,0.006,0.00001
NAHCO3,NAHCO3,YNL082W,PMS1,,1.0099,0.037,0.92505,0.006,0.08359,0.037,0.00001
NAHCO3,NAHCO3,YNL115C,YNL115C,,1.05813,0.119,0.97917,0.029,0.07732,0.119,0.00038
NAHCO3,NAHCO3,YNL108C,YNL108C,,1.13204,0.053,0.93928,0.056,0.18703,0.054,0.00003
NAHCO3,NAHCO3,YNL107W,YAF9,,1.1277,0.016,1.05249,0.003,0.07615,0.016,0
NAHCO3,NAHCO3,YNL105W,YNL105W,,1.22695,0.12,1.08853,0.035,0.14736,0.12,0.00025
NAHCO3,NAHCO3,YNL104C,LEU4,,1.12942,0.068,0.98782,0.031,0.14172,0.069,0.00006
NAHCO3,NAHCO3,YNL101W,AVT4,,0.87088,0.04,0.96951,0.024,-0.10403,0.04,0.00003
NAHCO3,NAHCO3,YNL100W,AIM37,,1.08918,0.019,1.01945,0.033,0.07361,0.019,0.0001
NAHCO3,NAHCO3,YNL099C,OCA1,,0.84087,0.049,1.11952,0.073,-0.25665,0.05,0.00006
NAHCO3,NAHCO3,YNL098C,RAS2,,0.73306,0.008,0.93282,0.032,-0.18361,0.008,0.00004
NAHCO3,NAHCO3,YNL097C,PHO23,,0.86355,0.037,0.80112,0.006,0.05965,0.037,0.00002
NAHCO3,NAHCO3,YNL129W,NRK1,,1.24865,0.047,1.23255,0.133,0.01489,0.047,0.00048
NAHCO3,NAHCO3,YNL128W,TEP1,,1.0352,0.022,1.07235,0.043,-0.03517,0.022,0.00015
NAHCO3,NAHCO3,YNL127W,FAR11,,1.05642,0.018,1.06993,0.038,-0.00508,0.018,0
NAHCO3,NAHCO3,YNL125C,ESBP6,,0.90132,0.086,1.05291,0.02,-0.15532,0.086,0.00024
NAHCO3,NAHCO3,YNL123W,NMA111,,1.01561,0.013,0.91975,0.036,0.09565,0.013,0
NAHCO3,NAHCO3,YNL122C,YNL122C,,0.95904,0.027,0.98635,0.045,-0.03089,0.027,0.00001
NAHCO3,NAHCO3,YNL121C,TOM70,,1.01661,0.025,0.9228,0.013,0.09069,0.025,0
NAHCO3,NAHCO3,YNL120C,YNL120C,,0.68931,0.04,0.75,0.038,-0.06291,0.04,0.00005
NAHCO3,NAHCO3,YNL119W,NCS2,,0.99915,0.048,0.87269,0.017,0.12662,0.048,0.00003
NAHCO3,NAHCO3,YNL116W,DMA2,,1.29098,0.014,1.19714,0.049,0.08362,0.014,0.00004
NAHCO3,NAHCO3,YNL146W,YNL146W,,#NUM!,#NUM!,1.33154,0.097,#NUM!,#NUM!,#NUM!
NAHCO3,NAHCO3,YNL144C,YNL144C,,1.02912,0.087,1.01848,0.031,0.00838,0.087,0.00016
NAHCO3,NAHCO3,YNL143C,YNL143C,,1.25125,0.062,1.01658,0.025,0.23872,0.062,0.00003
NAHCO3,NAHCO3,YNL142W,MEP2,,1.14043,0.129,1.10072,0.025,0.03403,0.129,0.00039
NAHCO3,NAHCO3,YNL141W,AAH1,,1.26658,0.128,1.08504,0.055,0.18223,0.128,0.00028
NAHCO3,NAHCO3,YNL140C,YNL140C,,0.79362,0.07,0.87164,0.024,-0.07279,0.07,0.00019
NAHCO3,NAHCO3,YNL136W,EAF7,,0.70072,0.048,0.90934,0.05,-0.19485,0.048,0.00009
NAHCO3,NAHCO3,YNL135C,FPR1,,0.974,0.025,0.87975,0.008,0.09458,0.025,0
NAHCO3,NAHCO3,YNL134C,YNL134C,,1.02741,0.058,0.97869,0.023,0.04515,0.058,0.00005
NAHCO3,NAHCO3,YNL130C,CPT1,,0.96723,0.093,1.24236,0.101,-0.26585,0.093,0.00025
NAHCO3,NAHCO3,YNL167C,SKO1,,1.10854,0.011,1.02245,0.022,0.09083,0.011,0
NAHCO3,NAHCO3,YNL166C,BNI5,,0.85698,0.015,1.00934,0.015,-0.15047,0.015,0.00011
NAHCO3,NAHCO3,YNL165W,YNL165W,,1.20011,0.062,0.99617,0.018,0.20464,0.062,0.00004
NAHCO3,NAHCO3,YNL164C,IBD2,,0.89489,0.055,0.96275,0.011,-0.06582,0.055,0.00006
NAHCO3,NAHCO3,YNL162W,RPL42A,,0.77047,0.01,0.86777,0.026,-0.10099,0.01,0
NAHCO3,NAHCO3,YNL159C,ASI2,,1.08524,0.058,1.02107,0.029,0.06904,0.058,0.00004
NAHCO3,NAHCO3,YNL157W,IGO1,,0.8949,0.01,1.01816,0.033,-0.12112,0.01,0.00004
NAHCO3,NAHCO3,YNL156C,NSG2,,0.76447,0.024,0.97445,0.023,-0.20557,0.024,0.00001
NAHCO3,NAHCO3,YNL155W,YNL155W,,1.13402,0.069,0.97075,0.013,0.16416,0.069,0.00006
NAHCO3,NAHCO3,YNL154C,YCK2,,1.04775,0.029,0.94935,0.006,0.0984,0.029,0.00001
NAHCO3,NAHCO3,YNL153C,GIM3,,0.80007,0.028,0.8882,0.037,-0.08706,0.028,0.00001
NAHCO3,NAHCO3,YNL190W,YNL190W,,1.06801,0.016,0.90578,0.044,0.15296,0.016,0.00008
NAHCO3,NAHCO3,YNL187W,SWT21,,1.17067,0.014,1.06949,0.046,0.09965,0.014,0.00005
NAHCO3,NAHCO3,YNL183C,NPR1,,1.4374,0.04,1.08292,0.003,0.35563,0.04,0.00001
NAHCO3,NAHCO3,YNL179C,YNL179C,,1.32306,0.05,1.04022,0.019,0.28245,0.05,0.00001
NAHCO3,NAHCO3,YNL176C,TDA7,,1.37923,0.03,1.08918,0.045,0.28438,0.03,0
NAHCO3,NAHCO3,YNL175C,NOP13,,1.05899,0.013,1.02257,0.002,0.03756,0.013,0
NAHCO3,NAHCO3,YNL173C,MDG1,,1.11797,0.128,1.061,0.022,0.06372,0.128,0.0004
NAHCO3,NAHCO3,YNL171C,YNL171C,,0.92741,0.026,0.93715,0.016,-0.00912,0.026,0.00001
NAHCO3,NAHCO3,YNL170W,YNL170W,,0.71914,0.017,0.67501,0.007,0.04078,0.017,0
NAHCO3,NAHCO3,YNL169C,PSD1,,0.90519,0.004,1.03391,0.057,-0.1228,0.004,0.00001
NAHCO3,NAHCO3,YNL168C,FMP41,,0.96654,0.038,1.0573,0.11,-0.06344,0.038,0.00051
NAHCO3,NAHCO3,YNL201C,PSY2,,0.98006,0.042,0.88576,0.01,0.09594,0.042,0.00002
NAHCO3,NAHCO3,YNL200C,YNL200C,,1.04326,0.061,1.05633,0.039,-0.01918,0.061,0.00005
NAHCO3,NAHCO3,YNL199C,GCR2,,0.78682,0.217,0.98118,0.053,-0.20688,0.218,0.00544
NAHCO3,NAHCO3,YNL198C,YNL198C,,1.27987,0.032,1.03804,0.006,0.24438,0.032,0
NAHCO3,NAHCO3,YNL197C,WHI3,,0.92369,0.024,0.97565,0.02,-0.04967,0.024,0
NAHCO3,NAHCO3,YNL196C,SLZ1,,1.32822,0.051,1.07526,0.011,0.25042,0.051,0.00002
NAHCO3,NAHCO3,YNL195C,YNL195C,,1.22814,0.042,1.05521,0.001,0.17331,0.042,0.00001
NAHCO3,NAHCO3,YNL194C,YNL194C,,1.19852,0.02,1.06175,0.075,0.13753,0.02,0
NAHCO3,NAHCO3,YNL193W,YNL193W,,0.96172,0.077,1.03438,0.021,-0.07693,0.078,0.00014
NAHCO3,NAHCO3,YNL192W,CHS1,,1.11846,0.088,0.82248,0.026,0.29836,0.088,0.00014
NAHCO3,NAHCO3,YNL191W,DUG3,,0.83935,0.085,1.00871,0.084,-0.17913,0.085,0.00028
NAHCO3,NAHCO3,YNL217W,YNL217W,,0.90613,0.018,1.00653,0.023,-0.10171,0.018,0
NAHCO3,NAHCO3,YNL215W,IES2,,0.55707,0.032,0.82491,0.015,-0.26555,0.032,0.00005
NAHCO3,NAHCO3,YNL214W,PEX17,,0.84771,0.046,0.93881,0.01,-0.0856,0.046,0.00004
NAHCO3,NAHCO3,YNL212W,VID27,,0.84376,0.033,0.99011,0.006,-0.14485,0.033,0.00002
NAHCO3,NAHCO3,YNL211C,YNL211C,,0.88431,0.084,1.03608,0.044,-0.15535,0.084,0.00024
NAHCO3,NAHCO3,YNL208W,YNL208W,,1.12706,0.043,1.04658,0.031,0.07967,0.043,0.00002
NAHCO3,NAHCO3,YNL206C,RTT106,,1.17331,0.034,0.9812,0.007,0.19398,0.034,0.00001
NAHCO3,NAHCO3,YNL205C,YNL205C,,1.20803,0.02,1.02725,0.072,0.1976,0.02,0
NAHCO3,NAHCO3,YNL204C,SPS18,,1.20372,0.062,1.04929,0.033,0.14885,0.062,0.00004
NAHCO3,NAHCO3,YNL203C,YNL203C,,1.01323,0.054,1.00389,0.026,0.01621,0.054,0.00004
NAHCO3,NAHCO3,YNL202W,SPS19,,1.11617,0.004,1.03388,0.064,0.0712,0.004,0.00001
NAHCO3,NAHCO3,YNL233W,BNI4,,0.74333,0.108,0.88595,0.015,-0.14028,0.108,0.00082
NAHCO3,NAHCO3,YNL231C,PDR16,,1.16046,0.071,1.24415,0.041,-0.09115,0.071,0.00006
NAHCO3,NAHCO3,YNL230C,ELA1,,0.61202,0.022,0.9456,0.037,-0.32961,0.022,0.00045
NAHCO3,NAHCO3,YNL229C,URE2,,0.78119,0.023,0.89076,0.04,-0.10044,0.023,0.00001
NAHCO3,NAHCO3,YNL228W,YNL228W,,0.96582,0.057,0.9364,0.017,0.03245,0.057,0.00006
NAHCO3,NAHCO3,YNL227C,JJJ1,,1.12725,0.072,0.91627,0.027,0.20907,0.072,0.00007
NAHCO3,NAHCO3,YNL226W,YNL226W,,1.00652,0.037,0.84314,0.004,0.16325,0.037,0.00001
NAHCO3,NAHCO3,YNL224C,SQS1,,0.84069,0.022,0.94177,0.002,-0.09993,0.022,0
NAHCO3,NAHCO3,YNL223W,ATG4,,1.15102,0.034,1.06853,0.033,0.08463,0.034,0.00001
NAHCO3,NAHCO3,YNL219C,ALG9,,1.06611,0.047,1.05591,0.013,0.0114,0.047,0.00002
NAHCO3,NAHCO3,YNL253W,TEX1,,1.04903,0.066,1.25879,0.061,-0.19312,0.067,0.00007
NAHCO3,NAHCO3,YNL249C,MPA43,,0.84251,0.037,1.02379,0.079,-0.18644,0.037,0.00063
NAHCO3,NAHCO3,YNL246W,VPS75,,0.67173,0.037,0.91615,0.077,-0.23504,0.037,0.00005
NAHCO3,NAHCO3,YNL242W,ATG2,,0.93943,0.094,0.92096,0.052,0.02701,0.094,0.00027
NAHCO3,NAHCO3,YNL241C,ZWF1,,1.13354,0.012,1.0674,0.023,0.06839,0.012,0.00004
NAHCO3,NAHCO3,YNL239W,LAP3,,1.06906,0.034,1.00562,0.02,0.06582,0.034,0.00001
NAHCO3,NAHCO3,YNL238W,KEX2,,0.38524,0.012,0.78714,0.01,-0.40498,0.012,0.00001
NAHCO3,NAHCO3,YNL237W,YTP1,,1.01078,0.006,1.09738,0.004,-0.08857,0.006,0.00001
NAHCO3,NAHCO3,YNL236W,SIN4,,0,0,0,0,0,0,#NUM!
NAHCO3,NAHCO3,YNL235C,YNL235C,,0.74459,0.051,0.90113,0.003,-0.15492,0.051,0.00009
NAHCO3,NAHCO3,YNL234W,YNL234W,,0.80515,0.049,0.97829,0.032,-0.16824,0.049,0.00006
NAHCO3,NAHCO3,YNL274C,GOR1,,0.9061,0.051,1.17897,0.103,-0.24513,0.051,0.00005
NAHCO3,NAHCO3,YNL259C,ATX1,,1.12558,0.064,0.93751,0.01,0.18639,0.065,0.00005
NAHCO3,NAHCO3,YNL257C,SIP3,,0.99366,0.024,0.87352,0.013,0.12136,0.024,0.00019
NAHCO3,NAHCO3,YNL255C,GIS2,,0.95659,0.078,0.90683,0.023,0.06007,0.078,0.00015
NAHCO3,NAHCO3,YNL254C,RTC4,,0.96539,0.04,1.18916,0.085,-0.24222,0.04,0.00002
NAHCO3,NAHCO3,YNL289W,PCL1,,0.94309,0.051,1.0182,0.024,-0.07366,0.051,0.00004
NAHCO3,NAHCO3,YNL288W,CAF40,,1.14564,0.039,0.99866,0.054,0.15793,0.039,0.00039
NAHCO3,NAHCO3,YNL286W,CUS2,,1.08754,0.012,0.99298,0.006,0.09601,0.012,0.00004
NAHCO3,NAHCO3,YNL285W,YNL285W,,1.14503,0.002,1.04941,0.003,0.09779,0.002,0
NAHCO3,NAHCO3,YNL283C,WSC2,,1.04267,0.062,1.01942,0.018,0.02122,0.062,0.00006
NAHCO3,NAHCO3,YNL281W,HCH1,,1.15159,0.012,1.02147,0.024,0.12706,0.012,0.00004
NAHCO3,NAHCO3,YNL280C,ERG24,,1.11773,0.02,1.0038,0.006,0.11399,0.02,0
NAHCO3,NAHCO3,YNL279W,PRM1,,0.7627,0.06,0.92318,0.041,-0.15088,0.06,0.00013
NAHCO3,NAHCO3,YNL278W,CAF120,,1.04231,0.001,1.00247,0.045,0.04187,0.001,0
NAHCO3,NAHCO3,YNL277W,MET2,,1.13241,0.079,0.98717,0.05,0.14522,0.079,0.00009
NAHCO3,NAHCO3,YNL275W,BOR1,,0.85969,0.005,1.06676,0.016,-0.20877,0.005,0.00001
NAHCO3,NAHCO3,YNL301C,RPL18B,,1.19027,0.089,1.04728,0.021,0.14471,0.089,0.00011
NAHCO3,NAHCO3,YNL300W,TOS6,,1.0982,0.047,1.0341,0.032,0.06791,0.047,0.00002
NAHCO3,NAHCO3,YNL299W,TRF5,,0.72714,0.015,0.86667,0.011,-0.13664,0.015,0
NAHCO3,NAHCO3,YNL298W,CLA4,,0.59671,0.045,0.7447,0.013,-0.14989,0.045,0.00012
NAHCO3,NAHCO3,YNL297C,MON2,,0.67344,0.004,0.81259,0.014,-0.13977,0.004,0.00001
NAHCO3,NAHCO3,YNL296W,YNL296W,,0.56283,0.02,0.67176,0.026,-0.11008,0.02,0.0004
NAHCO3,NAHCO3,YNL295W,YNL295W,,0.59943,0.037,0.95315,0.026,-0.35736,0.037,0.00006
NAHCO3,NAHCO3,YNL294C,RIM21,,0.88781,0.004,1.0077,0.016,-0.11994,0.004,0.00001
NAHCO3,NAHCO3,YNL293W,MSB3,,1.41325,0.033,1.09123,0.014,0.32913,0.033,0
NAHCO3,NAHCO3,YNL292W,PUS4,,0.93598,0.125,0.93314,0.054,-0.00139,0.125,0.00065
NAHCO3,NAHCO3,YNL291C,MID1,,1.25372,0.027,1.22273,0.029,0.03459,0.027,0
NAHCO3,NAHCO3,YNL318C,HXT14,,0.86198,0.09,0.99097,0.077,-0.13801,0.09,0.00031
NAHCO3,NAHCO3,YNL316C,PHA2,,1.00186,0.006,1.03466,0.025,-0.03035,0.006,0.00001
NAHCO3,NAHCO3,YNL315C,ATP11,,0.72437,0.035,0.69071,0.047,0.02954,0.035,0.00003
NAHCO3,NAHCO3,YNL314W,DAL82,,0.84649,0.004,0.93299,0.027,-0.08455,0.004,0.00001
NAHCO3,NAHCO3,YNL311C,SKP2,,0.91445,0.049,0.90211,0.014,0.01497,0.049,0.00004
NAHCO3,NAHCO3,YNL309W,STB1,,0.99739,0.138,1.03261,0.005,-0.03466,0.138,0.00072
NAHCO3,NAHCO3,YNL307C,MCK1,,0.69065,0.065,0.80812,0.111,-0.12716,0.065,0.00023
NAHCO3,NAHCO3,YNL305C,BXI1,,1.20668,0.05,1.05964,0.018,0.14372,0.05,0.00002
NAHCO3,NAHCO3,YNL304W,YPT11,,0.98293,0.041,1.10227,0.032,-0.11715,0.041,0.00002
NAHCO3,NAHCO3,YNL303W,YNL303W,,1.18612,0.074,1.10793,0.052,0.0879,0.074,0.00007
NAHCO3,NAHCO3,YNL302C,RPS19B,,0.8207,0.026,0.82457,0.038,-0.00157,0.026,0.00001
NAHCO3,NAHCO3,YNL329C,PEX6,,0.81909,0.052,0.96104,0.049,-0.14785,0.052,0.00007
NAHCO3,NAHCO3,YNL328C,MDJ2,,1.33385,0.054,1.12705,0.031,0.20109,0.054,0.00002
NAHCO3,NAHCO3,YNL327W,EGT2,,1.29015,0.021,1.03724,0.037,0.25255,0.021,0
NAHCO3,NAHCO3,YNL326C,PFA3,,0.74271,0.06,0.91013,0.028,-0.16774,0.06,0.00014
NAHCO3,NAHCO3,YNL325C,FIG4,,1.30848,0.03,1.27684,0.04,0.02647,0.03,0.00018
NAHCO3,NAHCO3,YNL324W,YNL324W,,1.20999,0.021,1.22463,0.03,-0.01019,0.021,0
NAHCO3,NAHCO3,YNL323W,LEM3,,0.59798,0.002,0.8984,0.011,-0.30015,0.002,0
NAHCO3,NAHCO3,YNL322C,KRE1,,0.51611,0.035,0.9902,0.006,-0.47556,0.035,0.00009
NAHCO3,NAHCO3,YNL321W,VNX1,,1.05447,0.035,1.01331,0.013,0.04601,0.035,0.00001
NAHCO3,NAHCO3,YNL320W,YNL320W,,0.98061,0.025,1.00631,0.009,-0.02844,0.025,0
NAHCO3,NAHCO3,YNL319W,YNL319W,,0.62432,0.031,0.80001,0.03,-0.177,0.031,0.00003
NAHCO3,NAHCO3,YNR004W,SWM2,,1.10858,0.059,1.02771,0.017,0.07173,0.059,0.00004
NAHCO3,NAHCO3,YNR002C,ATO2,,1.06716,0.077,1.03343,0.049,0.02153,0.078,0.0001
NAHCO3,NAHCO3,YNR001C,CIT1,,0.99445,0.016,0.94996,0.034,0.04314,0.016,0
NAHCO3,NAHCO3,YNL001W,DOM34,,0.91299,0.048,0.85972,0.059,0.04798,0.048,0.00004
NAHCO3,NAHCO3,YNL338W,YNL338W,,0.9062,0.077,1.05575,0.04,-0.15098,0.077,0.00017
NAHCO3,NAHCO3,YNL336W,COS1,,1.07866,0.062,1.12291,0.039,-0.04165,0.062,0.00005
NAHCO3,NAHCO3,YNL335W,DDI3,,0.78404,0.026,0.97752,0.049,-0.18032,0.026,0.00001
NAHCO3,NAHCO3,YNL333W,SNZ2,,1.08035,0.006,1.05935,0.029,0.02897,0.006,0.00001
NAHCO3,NAHCO3,YNL332W,THI12,,1.03326,0.005,1.11319,0.035,-0.0826,0.005,0.00001
