Query ORF,Query Name,Array ORF,Array Name,Array annotation,Normalized colony size (EXPERIMENT),Normalized colony std. dev. (EXPERIMENT),Normalized colony size (CONTROL),Normalized colony std. dev. (CONTROL),Score,Score stdev,p-Value
NAHCO3,NAHCO3,YDR220C,YDR220C,,1.13237,0.034,1.05636,0.048,0.07849,0.034,0.00001
NAHCO3,NAHCO3,YDR219C,MFB1,,0.74947,0.047,0.98031,0.037,-0.22146,0.047,0.00007
NAHCO3,NAHCO3,YDR218C,SPR28,,0.84418,0.04,1.0028,0.005,-0.15858,0.04,0.00073
NAHCO3,NAHCO3,YDR217C,RAD9,,1.0886,0.047,0.95335,0.021,0.1363,0.047,0.00002
NAHCO3,NAHCO3,YDR252W,BTT1,,1.00626,0.143,0.96737,0.006,0.0362,0.143,0.00078
NAHCO3,NAHCO3,YDR251W,PAM1,,1.16028,0.05,0.96464,0.031,0.20261,0.05,0.00002
NAHCO3,NAHCO3,YDR250C,YDR250C,,0.97121,0.063,0.97544,0.039,0.00655,0.063,0.00008
NAHCO3,NAHCO3,YOR202W,HIS3,,1.00427,0.157,1.00133,0.1,0.02007,0.157,0
NAHCO3,NAHCO3,YDR438W,THI74,,0.81609,0.044,0.9616,0.026,-0.14397,0.044,0.00004
NAHCO3,NAHCO3,YDR436W,PPZ2,,1.30204,0.039,1.05272,0.005,0.24995,0.039,0.00001
NAHCO3,NAHCO3,YDR435C,PPM1,,0.53431,0.029,0.96629,0.043,-0.4195,0.029,0.00004
NAHCO3,NAHCO3,YDR431W,YDR431W,,1.05884,0.027,0.86479,0.009,0.19183,0.027,0
NAHCO3,NAHCO3,YDR430C,CYM1,,0.86752,0.107,0.98169,0.029,-0.11896,0.107,0.00051
NAHCO3,NAHCO3,YDR428C,BNA7,,1.31032,0.053,1.00973,0.007,0.30766,0.053,0.00002
NAHCO3,NAHCO3,YDR426C,YDR426C,,0.95871,0.006,0.95928,0.041,0.00255,0.006,0.00001
NAHCO3,NAHCO3,YDR425W,SNX41,,1.15739,0.012,0.92678,0.005,0.23453,0.012,0
NAHCO3,NAHCO3,YDR424C,DYN2,,0.83454,0.04,1.04271,0.006,-0.20475,0.04,0.00003
NAHCO3,NAHCO3,YDR423C,CAD1,,1.34649,0.19,1.13266,0.088,0.22144,0.19,0.00076
NAHCO3,NAHCO3,YDR459C,PFA5,,1.16145,0.058,1.08171,0.011,0.07766,0.058,0.00003
NAHCO3,NAHCO3,YDR458C,HEH2,,0.84529,0.048,1.04538,0.026,-0.19905,0.048,0.00005
NAHCO3,NAHCO3,YDR455C,YDR455C,,0.9377,0.014,0.82705,0.073,0.12748,0.014,0.00007
NAHCO3,NAHCO3,YDR453C,TSA2,,0.77815,0.051,1.01885,0.018,-0.24175,0.051,0.00008
NAHCO3,NAHCO3,YDR452W,PPN1,,0.88814,0.038,1.04201,0.043,-0.15488,0.038,0.00002
NAHCO3,NAHCO3,YDR451C,YHP1,,1.20282,0.05,1.0543,0.004,0.15237,0.05,0.00002
NAHCO3,NAHCO3,YDR447C,RPS17B,,1.02682,0.059,0.95372,0.014,0.06892,0.059,0.00005
NAHCO3,NAHCO3,YDR446W,ECM11,,0.87227,0.086,0.94759,0.027,-0.06507,0.086,0.00026
NAHCO3,NAHCO3,YDR445C,YDR445C,,1.1498,0.04,0.97569,0.018,0.17511,0.04,0.00001
NAHCO3,NAHCO3,YDR441C,APT2,,1.11683,0.077,1.07581,0.03,0.03674,0.077,0.00009
NAHCO3,NAHCO3,YDR440W,DOT1,,0.66676,0.034,0.77195,0.046,-0.09177,0.034,0.00004
NAHCO3,NAHCO3,YDR480W,DIG2,,0.89464,0.074,1.04677,0.025,-0.14312,0.074,0.00016
NAHCO3,NAHCO3,YDR479C,PEX29,,1.09586,0.041,1.03279,0.022,0.06825,0.041,0.00001
NAHCO3,NAHCO3,YDR476C,YDR476C,,0.95586,0.033,0.99974,0.024,-0.04533,0.033,0.00001
NAHCO3,NAHCO3,YDR475C,JIP4,,0.99166,0.034,0.93471,0.047,0.05947,0.034,0.00001
NAHCO3,NAHCO3,YDR474C,YDR474C,,1.23525,0.003,0.952,0.006,0.28921,0.003,0
NAHCO3,NAHCO3,YDR471W,RPL27B,,0.78162,0.013,0.87353,0.019,-0.08551,0.013,0
NAHCO3,NAHCO3,YDR469W,SDC1,,0.98375,0.044,1.05004,0.055,-0.06115,0.044,0.00003
NAHCO3,NAHCO3,YDR467C,YDR467C,,1.09625,0.035,1.10079,0.025,-0.00684,0.035,0.00001
NAHCO3,NAHCO3,YDR466W,PKH3,,0.90493,0.049,1.03804,0.038,-0.13775,0.049,0.00004
NAHCO3,NAHCO3,YDR465C,RMT2,,0.85114,0.053,0.8702,0.007,-0.01868,0.053,0.00007
NAHCO3,NAHCO3,YDR463W,STP1,,0.87374,0.083,1.01672,0.06,-0.14028,0.083,0.003
NAHCO3,NAHCO3,YDR496C,PUF6,,1.03413,0.012,0.98678,0.023,0.05188,0.012,0.00004
NAHCO3,NAHCO3,YDR494W,RSM28,,1.02876,0.067,0.8737,0.01,0.15357,0.067,0.00007
NAHCO3,NAHCO3,YDR492W,IZH1,,0.91257,0.047,1.00208,0.089,-0.11575,0.047,0.00004
NAHCO3,NAHCO3,YDR491C,YDR491C,,0.78883,0.04,0.89947,0.008,-0.11167,0.04,0.00004
NAHCO3,NAHCO3,YDR490C,PKH1,,1.11422,0.227,1.03282,0.06,0.09271,0.227,0.00225
NAHCO3,NAHCO3,YDR488C,PAC11,,0.86526,0.036,0.9402,0.044,-0.07032,0.036,0.00002
NAHCO3,NAHCO3,YDR486C,VPS60,,1.25907,0.071,1.16712,0.006,0.09644,0.071,0.00005
NAHCO3,NAHCO3,YDR485C,VPS72,,0.82412,0.156,0.98983,0.087,-0.14307,0.156,0.00181
NAHCO3,NAHCO3,YDR482C,CWC21,,0.98086,0.063,1.07762,0.029,-0.09449,0.063,0.00007
NAHCO3,NAHCO3,YDR481C,PHO8,,0.77469,0.029,0.9863,0.018,-0.21092,0.029,0.00001
NAHCO3,NAHCO3,YDR511W,ACN9,,1.00059,0.016,1.08475,0.058,-0.07992,0.016,0.00008
NAHCO3,NAHCO3,YDR509W,YDR509W,,1.06333,0.036,1.01612,0.018,0.0444,0.036,0.00039
NAHCO3,NAHCO3,YDR508C,GNP1,,1.06499,0.136,1.05635,0.062,0.0274,0.136,0.00057
NAHCO3,NAHCO3,YDR506C,GMC1,,1.2835,0.106,1.08762,0.046,0.19766,0.106,0.00015
NAHCO3,NAHCO3,YDR505C,PSP1,,1.21373,0.046,1.03307,0.017,0.18291,0.046,0.00001
NAHCO3,NAHCO3,YDR504C,SPG3,,1.00862,0.022,1.05527,0.028,-0.04846,0.022,0
NAHCO3,NAHCO3,YDR503C,LPP1,,0.73859,0.006,1.00678,0.016,-0.26669,0.006,0.00002
NAHCO3,NAHCO3,YDR501W,PLM2,,1.04748,0.007,0.95423,0.013,0.09579,0.007,0.00002
NAHCO3,NAHCO3,YDR497C,ITR1,,0.92764,0.168,0.94038,0,-0.01008,0.168,0.0016
NAHCO3,NAHCO3,YDR528W,HLR1,,0.98596,0.035,0.99432,0.043,-0.00711,0.035,0.00043
NAHCO3,NAHCO3,YDR525W-A,SNA2,,1.29505,0.034,0.99767,0.021,0.299,0.034,0
NAHCO3,NAHCO3,YDR525W,YDR525W,,0.81792,0.022,0.9716,0.023,-0.14814,0.022,0.00025
NAHCO3,NAHCO3,YDR524C,AGE1,,0.84388,0.009,0.99724,0.013,-0.14737,0.009,0.00004
NAHCO3,NAHCO3,YDR522C,SPS2,,1.11963,0.047,1.03695,0.039,0.09601,0.047,0.00002
NAHCO3,NAHCO3,YDR520C,URC2,,1.015,0.064,1.01129,0.009,0.0082,0.064,0.00007
NAHCO3,NAHCO3,YDR519W,FPR2,,0.90974,0.029,1.02145,0.008,-0.11259,0.029,0.00001
NAHCO3,NAHCO3,YDR517W,GRH1,,1.03639,0.089,0.98764,0.011,0.05106,0.089,0.00017
NAHCO3,NAHCO3,YDR516C,EMI2,,1.00123,0.073,1.03919,0.019,-0.03708,0.073,0.0001
NAHCO3,NAHCO3,YDR514C,YDR514C,,1.37592,0.017,1.03355,0.042,0.35204,0.017,0.00005
NAHCO3,NAHCO3,YDR513W,GRX2,,1.2801,0.074,1.03474,0.027,0.24187,0.074,0.00005
NAHCO3,NAHCO3,YDR541C,YDR541C,,0.90827,0.03,1.15693,0.075,-0.26672,0.03,0.00001
NAHCO3,NAHCO3,YDR540C,IRC4,,0.90135,0.008,1.0845,0.063,-0.17854,0.008,0.00003
NAHCO3,NAHCO3,YDR539W,FDC1,,1.01213,0.068,0.95808,0.035,0.05453,0.068,0.00008
NAHCO3,NAHCO3,YDR538W,PAD1,,1.09766,0.05,0.95709,0.017,0.141,0.05,0.00003
NAHCO3,NAHCO3,YDR537C,YDR537C,,1.14235,0.07,0.90091,0.017,0.23837,0.07,0.00006
NAHCO3,NAHCO3,YDR536W,STL1,,1.17445,0.063,1.09304,0.029,0.08819,0.063,0.00004
NAHCO3,NAHCO3,YDR535C,YDR535C,,0.85058,0.103,1.01678,0.04,-0.16327,0.103,0.00048
NAHCO3,NAHCO3,YDR534C,FIT1,,0.76219,0.072,0.97971,0.039,-0.21066,0.072,0.00023
NAHCO3,NAHCO3,YDR533C,HSP31,,1.22293,0.021,0.99824,0.03,0.22569,0.021,0.0001
NAHCO3,NAHCO3,YDR532C,KRE28,,0.83407,0.032,0.81421,0.004,0.02136,0.032,0.00002
NAHCO3,NAHCO3,YDR530C,APA2,,1.22099,0.036,1.22561,0.048,-0.00251,0.036,0.00001
NAHCO3,NAHCO3,YEL013W,VAC8,,1.07539,0.02,1.06328,0.042,0.0181,0.02,0.00012
NAHCO3,NAHCO3,YEL012W,UBC8,,0.82483,0.02,0.93249,0.026,-0.09873,0.02,0.0002
NAHCO3,NAHCO3,YEL011W,GLC3,,1.02513,0.058,1.05203,0.047,-0.01985,0.058,0.00005
NAHCO3,NAHCO3,YEL010W,YEL010W,,0.94841,0.042,1.02621,0.017,-0.07573,0.042,0.00002
NAHCO3,NAHCO3,YEL008W,YEL008W,,1.26507,0.033,1.00489,0.034,0.26792,0.033,0.00001
NAHCO3,NAHCO3,YEL006W,YEA6,,0.79771,0.046,1.01629,0.049,-0.20816,0.046,0.00005
NAHCO3,NAHCO3,YEL005C,VAB2,,0.88363,0.081,1.03374,0.033,-0.15629,0.081,0.00021
NAHCO3,NAHCO3,YEL004W,YEA4,,1.26116,0.075,1.03422,0.025,0.2309,0.075,0.00006
NAHCO3,NAHCO3,YEL003W,GIM4,,0.77042,0.045,1.01608,0.015,-0.25032,0.045,0.00006
NAHCO3,NAHCO3,YEL001C,IRC22,,1.02528,0.033,1.1863,0.119,-0.14781,0.033,0.00034
NAHCO3,NAHCO3,YEL031W,SPF1,,0.78619,0.033,0.8647,0.047,-0.07186,0.033,0.00002
NAHCO3,NAHCO3,YEL030W,ECM10,,0.981,0.044,0.99656,0.01,-0.01798,0.044,0.00003
NAHCO3,NAHCO3,YEL028W,YEL028W,,0.9981,0.064,1.04108,0.048,-0.04385,0.064,0.00007
NAHCO3,NAHCO3,YEL025C,YEL025C,,1.05461,0.013,1.07896,0.024,-0.01729,0.013,0
NAHCO3,NAHCO3,YEL023C,YEL023C,,1.09385,0.018,1.0771,0.038,0.01178,0.018,0
NAHCO3,NAHCO3,YEL020C,YEL020C,,0.83907,0.011,0.98449,0.014,-0.14093,0.011,0
NAHCO3,NAHCO3,YEL017W,GTT3,,1.17165,0.024,0.99305,0.01,0.17959,0.024,0
NAHCO3,NAHCO3,YEL017C-A,PMP2,,1.29487,0.064,0.98696,0.017,0.3126,0.064,0.00003
NAHCO3,NAHCO3,YEL016C,NPP2,,1.2132,0.016,0.97115,0.025,0.23935,0.016,0.00006
NAHCO3,NAHCO3,YEL015W,EDC3,,0.96197,0.015,1.02796,0.01,-0.06719,0.015,0.00008
NAHCO3,NAHCO3,YEL014C,YEL014C,,1.17447,0.032,0.90468,0.022,0.27196,0.032,0.00001
NAHCO3,NAHCO3,YEL049W,PAU2,,1.33552,0.045,1.00333,0.009,0.33522,0.045,0.00001
NAHCO3,NAHCO3,YEL048C,TCA17,,1.02472,0.039,1.00978,0.013,0.01749,0.039,0.00002
NAHCO3,NAHCO3,YEL047C,FRD1,,0.92275,0.041,0.93972,0.02,-0.0141,0.041,0.00002
NAHCO3,NAHCO3,YEL043W,YEL043W,,1.18402,0.036,1.0418,0.018,0.14631,0.036,0.00001
NAHCO3,NAHCO3,YEL042W,GDA1,,1.18479,0.048,0.97375,0.014,0.21384,0.048,0.00002
NAHCO3,NAHCO3,YEL041W,YEF1,,1.29645,0.069,1.012,0.04,0.29316,0.069,0.00004
NAHCO3,NAHCO3,YEL040W,UTR2,,0.74322,0.022,1.0339,0.014,-0.28719,0.022,0.00001
NAHCO3,NAHCO3,YEL039C,CYC7,,0.96095,0.12,1.07341,0.05,-0.11637,0.12,0.00053
NAHCO3,NAHCO3,YEL038W,UTR4,,0.8757,0.097,1.01674,0.02,-0.14194,0.097,0.00037
NAHCO3,NAHCO3,YEL037C,RAD23,,1.18184,0.027,1.00351,0.009,0.18047,0.027,0
NAHCO3,NAHCO3,YEL033W,MTC7,,0.65449,0.044,0.87285,0.059,-0.20103,0.044,0.00009
NAHCO3,NAHCO3,YEL059W,YEL059W,,1.26685,0.015,0.9739,0.012,0.29266,0.015,0.00005
NAHCO3,NAHCO3,YEL057C,YEL057C,,0.979,0.061,0.96512,0.014,0.02438,0.061,0.0013
NAHCO3,NAHCO3,YEL056W,HAT2,,0.77584,0.089,1.0392,0.047,-0.26834,0.089,0.00041
NAHCO3,NAHCO3,YEL053C,MAK10,,1.20108,0.042,0.93531,0.017,0.26771,0.042,0.00001
NAHCO3,NAHCO3,YEL052W,AFG1,,1.17116,0.024,0.95125,0.029,0.21666,0.024,0
NAHCO3,NAHCO3,YER010C,YER010C,,0.8627,0.034,1.04159,0.036,-0.17653,0.034,0.00002
NAHCO3,NAHCO3,YER007W,PAC2,,1.05379,0.007,1.13818,0.009,-0.07994,0.007,0.00001
NAHCO3,NAHCO3,YER007C-A,TMA20,,0.90195,0.048,1.01806,0.028,-0.11173,0.048,0.00004
NAHCO3,NAHCO3,YER005W,YND1,,1.03195,0.048,0.99563,0.027,0.03833,0.048,0.00003
NAHCO3,NAHCO3,YER004W,FMP52,,0.79736,0.029,0.92823,0.018,-0.11886,0.029,0.00001
NAHCO3,NAHCO3,YER002W,NOP16,,1.13209,0.155,0.96284,0.006,0.16948,0.155,0.0007
NAHCO3,NAHCO3,YER001W,MNN1,,0.7401,0.018,1.00121,0.003,-0.25816,0.018,0
NAHCO3,NAHCO3,YEL071W,DLD3,,1.1609,0.02,1.04185,0.012,0.12208,0.02,0.0001
NAHCO3,NAHCO3,YEL068C,YEL068C,,1.15829,0.107,0.95177,0.018,0.20893,0.107,0.00022
NAHCO3,NAHCO3,YEL067C,YEL067C,,1.28109,0.04,0.96895,0.02,0.31997,0.04,0.00001
NAHCO3,NAHCO3,YEL066W,HPA3,,1.22236,0.028,0.94071,0.038,0.27674,0.028,0
NAHCO3,NAHCO3,YER032W,FIR1,,0.88335,0.05,0.99335,0.05,-0.10359,0.05,0.00005
NAHCO3,NAHCO3,YER031C,YPT31,,1.03333,0.029,0.97745,0.014,0.05532,0.029,0.00001
NAHCO3,NAHCO3,YER030W,CHZ1,,1.1949,0.007,1.0277,0.04,0.17827,0.007,0.00001
NAHCO3,NAHCO3,YER028C,MIG3,,1.17368,0.022,0.97682,0.001,0.20004,0.022,0
NAHCO3,NAHCO3,YER027C,GAL83,,0.89829,0.041,0.97434,0.036,-0.07917,0.041,0.00003
NAHCO3,NAHCO3,YER024W,YAT2,,0.83051,0.046,0.99969,0.012,-0.16437,0.046,0.00005
NAHCO3,NAHCO3,YER020W,GPA2,,1.17497,0.013,1.01554,0.024,0.16058,0.013,0.00004
NAHCO3,NAHCO3,YER019W,ISC1,,0.54836,0.005,0.7015,0.056,-0.15901,0.005,0.00003
NAHCO3,NAHCO3,YER019C-A,SBH2,,0.83354,0.036,0.98473,0.035,-0.15277,0.036,0.00002
NAHCO3,NAHCO3,YER016W,BIM1,,0.63544,0.031,0.83318,0.038,-0.19236,0.031,0.00003
NAHCO3,NAHCO3,YER011W,TIR1,,1.11229,0.021,1.08237,0.074,0.01001,0.021,0
NAHCO3,NAHCO3,YER046W,SPO73,,1.15248,0.034,1.21577,0.03,-0.0591,0.034,0.00001
NAHCO3,NAHCO3,YER045C,ACA1,,1.10919,0.003,0.97077,0.009,0.14437,0.003,0
NAHCO3,NAHCO3,YER044C-A,MEI4,,0.86756,0.019,0.96502,0.035,-0.08957,0.019,0.00016
NAHCO3,NAHCO3,YER042W,MXR1,,1.10914,0.013,0.90816,0.014,0.20483,0.013,0.00004
NAHCO3,NAHCO3,YER039C-A,YER039C-A,,0.87326,0.069,1.01862,0.016,-0.1442,0.069,0.00013
NAHCO3,NAHCO3,YER041W,YEN1,,1.21229,0.063,0.97069,0.036,0.25288,0.063,0.00004
NAHCO3,NAHCO3,YER039C,HVG1,,0.71859,0.039,0.97028,0.021,-0.24315,0.039,0.00004
NAHCO3,NAHCO3,YER038W-A,YER038W-A,,0.79269,0.079,0.94581,0.019,-0.14454,0.079,0.00027
NAHCO3,NAHCO3,YER035W,EDC2,,1.22889,0.033,1.03293,0.032,0.20705,0.033,0.00001
NAHCO3,NAHCO3,YER034W,YER034W,,0.8266,0.058,1.0921,0.008,-0.26369,0.058,0.00009
NAHCO3,NAHCO3,YER033C,ZRG8,,1.15699,0.022,1.33321,0.065,-0.17008,0.022,0
NAHCO3,NAHCO3,YER056C,FCY2,,1.20585,0.051,0.99051,0.074,0.22936,0.051,0.00002
NAHCO3,NAHCO3,YER054C,GIP2,,1.14546,0.117,1.07987,0.031,0.06423,0.117,0.00029
NAHCO3,NAHCO3,YER053C,PIC2,,0.89351,0.05,1.03781,0.011,-0.14184,0.05,0.00005
NAHCO3,NAHCO3,YER052C,HOM3,,0.93478,0.049,0.9832,0.035,-0.03534,0.049,0.00004
NAHCO3,NAHCO3,YER051W,JHD1,,1.16252,0.07,0.95106,0.031,0.21232,0.07,0.00006
NAHCO3,NAHCO3,YER049W,TPA1,,1.01778,0.043,0.94708,0.028,0.06621,0.043,0.00002
NAHCO3,NAHCO3,YER048C,CAJ1,,1.01286,0.048,1.01036,0.014,0.00782,0.048,0.00003
NAHCO3,NAHCO3,YER047C,SAP1,,1.10496,0.065,1.11365,0.043,-0.01092,0.065,0.00006
NAHCO3,NAHCO3,YER046W-A,YER046W-A,,1.07183,0.05,1.24597,0.078,-0.17556,0.05,0.00003
NAHCO3,NAHCO3,YER066W,RRT13,,1.03091,0.014,0.90161,0.017,0.1412,0.014,0.00006
NAHCO3,NAHCO3,YER066C-A,YER066C-A,,1.14113,0.026,1.0116,0.021,0.1341,0.026,0
NAHCO3,NAHCO3,YER065C,ICL1,,0.87611,0.043,1.05379,0.065,-0.17097,0.043,0.0008
NAHCO3,NAHCO3,YER064C,VHR2,,1.10764,0.028,1.0672,0.036,0.04552,0.028,0
NAHCO3,NAHCO3,YER063W,THO1,,0.79184,0.043,1.02823,0.007,-0.23462,0.043,0.00004
NAHCO3,NAHCO3,YER062C,HOR2,,0.70356,0.007,0.97043,0.051,-0.25863,0.007,0.00003
NAHCO3,NAHCO3,YER061C,CEM1,,0.75531,0.003,0.7487,0.083,0.01954,0.003,0.00001
NAHCO3,NAHCO3,YER060W,FCY21,,0.94534,0.05,0.97983,0.041,-0.02934,0.05,0.00004
NAHCO3,NAHCO3,YER059W,PCL6,,0.87082,0.031,0.9914,0.033,-0.1177,0.031,0.00001
NAHCO3,NAHCO3,YER079W,YER079W,,0.87416,0.093,1.06635,0.1,-0.16753,0.093,0.00033
NAHCO3,NAHCO3,YER078C,ICP55,,0.8615,0.048,0.85261,0.039,0.01537,0.048,0.00005
NAHCO3,NAHCO3,YER075C,PTP3,,1.24852,0.029,1.01048,0.004,0.24253,0.029,0
NAHCO3,NAHCO3,YER074W,RPS24A,,0.99502,0.046,1.02392,0.014,-0.02801,0.046,0.00003
NAHCO3,NAHCO3,YER073W,ALD5,,0.75231,0.042,1.03759,0.019,-0.28376,0.042,0.00105
NAHCO3,NAHCO3,YER072W,VTC1,,1.27002,0.042,0.9907,0.028,0.27406,0.042,0.00001
NAHCO3,NAHCO3,YER071C,TDA2,,0.76104,0.013,1.01843,0.034,-0.25294,0.013,0
NAHCO3,NAHCO3,YER067W,RGI1,,0.88116,0.043,1.0329,0.029,-0.15243,0.043,0.00003
NAHCO3,NAHCO3,YER067C-A,YER067C-A,,0.80935,0.033,0.95825,0.037,-0.15289,0.033,0.00002
NAHCO3,NAHCO3,YER092W,IES5,,1.06588,0.079,1.08184,0.015,-0.00994,0.079,0.00011
NAHCO3,NAHCO3,YER091C-A,YER091C-A,,0.85728,0.022,0.97035,0.031,-0.11839,0.022,0
NAHCO3,NAHCO3,YER091C,MET6,,0.87295,0.008,0.91025,0.032,-0.03468,0.008,0.00003
NAHCO3,NAHCO3,YER090W,TRP2,,1.11089,0.053,1.05295,0.038,0.07064,0.053,0.00003
NAHCO3,NAHCO3,YER088C,DOT6,,0.8782,0.05,1.02024,0.022,-0.13437,0.05,0.00005
NAHCO3,NAHCO3,YER087C-A,YER087C-A,,1.29629,0.026,0.97178,0.011,0.32802,0.026,0
NAHCO3,NAHCO3,YER085C,YER085C,,0.83698,0.02,1.01259,0.026,-0.16982,0.02,0
NAHCO3,NAHCO3,YER084W,YER084W,,0.96705,0.074,1.02393,0.028,-0.05546,0.074,0.00012
NAHCO3,NAHCO3,YER083C,GET2,,0.47098,0.018,0.66599,0.067,-0.19394,0.018,0.00001
NAHCO3,NAHCO3,YER081W,SER3,,0.88309,0.041,1.01338,0.003,-0.12746,0.041,0.00003
NAHCO3,NAHCO3,YER080W,AIM9,,1.14122,0.047,1.03454,0.008,0.11366,0.047,0.00002
NAHCO3,NAHCO3,YER113C,TMN3,,1.28946,0.04,1.05528,0.027,0.23782,0.04,0.00001
NAHCO3,NAHCO3,YER111C,SWI4,,0.66356,0.005,1.03371,0.016,-0.3583,0.005,0.00002
NAHCO3,NAHCO3,YER109C,FLO8,,1.18271,0.025,1.14185,0.035,0.04516,0.025,0
NAHCO3,NAHCO3,YER108C,YER108C,,0.81129,0.025,1.03017,0.017,-0.21188,0.025,0.00001
NAHCO3,NAHCO3,YER106W,MAM1,,1.15876,0.03,0.96389,0.028,0.19494,0.03,0
NAHCO3,NAHCO3,YER101C,AST2,,1.05456,0.008,1.05811,0.031,0.00171,0.008,0.00002
NAHCO3,NAHCO3,YER098W,UBP9,,0.97273,0.047,1.02248,0.046,-0.03887,0.047,0.00003
NAHCO3,NAHCO3,YER097W,YER097W,,0.81622,0.039,0.97567,0.031,-0.15294,0.039,0.00003
NAHCO3,NAHCO3,YER096W,SHC1,,0.94423,0.008,1.02784,0.032,-0.07507,0.008,0.00002
NAHCO3,NAHCO3,YER095W,RAD51,,1.01565,0.053,0.90269,0.017,0.11102,0.053,0.00004
NAHCO3,NAHCO3,YER093C-A,AIM11,,0.72317,0.075,0.91917,0.037,-0.19507,0.075,0.0003
NAHCO3,NAHCO3,YER124C,DSE1,,1.28851,0.098,0.95574,0.012,0.34009,0.098,0.00012
NAHCO3,NAHCO3,YER123W,YCK3,,0.81037,0.019,0.98902,0.016,-0.17155,0.019,0
NAHCO3,NAHCO3,YER121W,YER121W,,1.18285,0.063,1.02549,0.055,0.15979,0.063,0.00004
NAHCO3,NAHCO3,YER120W,SCS2,,0.8012,0.03,1.02219,0.047,-0.22214,0.03,0.00001
NAHCO3,NAHCO3,YER119C-A,YER119C-A,,0.57418,0.064,0.83402,0.049,-0.24858,0.064,0.00038
NAHCO3,NAHCO3,YER119C,AVT6,,1.12196,0.034,1.00374,0.007,0.11799,0.034,0.00001
NAHCO3,NAHCO3,YER118C,SHO1,,1.0015,0.051,1.0011,0.041,0.01182,0.051,0.00004
NAHCO3,NAHCO3,YER116C,SLX8,,1.03876,0.044,0.92946,0.029,0.11415,0.044,0.00002
NAHCO3,NAHCO3,YER115C,SPR6,,1.01422,0.091,1.07786,0.01,-0.05902,0.091,0.0002
NAHCO3,NAHCO3,YER114C,BOI2,,0.75501,0.004,1.01514,0.008,-0.26116,0.004,0.00001
NAHCO3,NAHCO3,YER142C,MAG1,,0.89775,0.029,1.0645,0.029,-0.16174,0.029,0.00001
NAHCO3,NAHCO3,YER140W,YER140W,,1.22821,0.095,1.01433,0.059,0.22758,0.095,0.00013
NAHCO3,NAHCO3,YER139C,RTR1,,0.69315,0.033,0.95204,0.028,-0.26264,0.033,0.00003
NAHCO3,NAHCO3,YER137C,YER137C,,1.11964,0.057,0.98139,0.026,0.13622,0.057,0.00004
NAHCO3,NAHCO3,YER135C,YER135C,,0.82709,0.019,1.01638,0.005,-0.18372,0.019,0
NAHCO3,NAHCO3,YER134C,YER134C,,1.13897,0.016,1.03242,0.031,0.10515,0.016,0
NAHCO3,NAHCO3,YER132C,PMD1,,0.72647,0.008,0.95926,0.007,-0.23082,0.008,0.00005
NAHCO3,NAHCO3,YER131W,RPS26B,,1.23082,0.012,0.93545,0.015,0.29936,0.012,0.00003
NAHCO3,NAHCO3,YER130C,YER130C,,0.80121,0.008,0.98477,0.006,-0.18034,0.008,0.00003
NAHCO3,NAHCO3,YER129W,SAK1,,1.06503,0.01,0.96792,0.009,0.09929,0.01,0
NAHCO3,NAHCO3,YER128W,VFA1,,0.66762,0.041,1.04729,0.067,-0.38666,0.041,0.00006
NAHCO3,NAHCO3,YER158C,YER158C,,0.89099,0.071,0.99866,0.048,-0.10874,0.071,0.00014
NAHCO3,NAHCO3,YER156C,YER156C,,1.10311,0.006,0.92142,0.02,0.17826,0.006,0.00001
NAHCO3,NAHCO3,YER155C,BEM2,,0.8554,0.053,1.09317,0.059,-0.24353,0.053,0.00007
NAHCO3,NAHCO3,YER153C,PET122,,0.69715,0.03,0.78313,0.022,-0.077,0.03,0.00002
NAHCO3,NAHCO3,YER152C,YER152C,,0.93872,0.031,0.98601,0.035,-0.04098,0.031,0.00001
NAHCO3,NAHCO3,YER151C,UBP3,,1.08052,0.016,1.07786,0.007,0.00471,0.016,0.00007
NAHCO3,NAHCO3,YER150W,SPI1,,1.09445,0.007,1.00103,0.05,0.09129,0.007,0.00001
NAHCO3,NAHCO3,YER149C,PEA2,,0.94884,0.014,0.94444,0.038,0.00824,0.014,0
NAHCO3,NAHCO3,YER145C,FTR1,,0.84194,0.064,1.00666,0.034,-0.17008,0.064,0.00012
NAHCO3,NAHCO3,YER144C,UBP5,,0.87181,0.026,1.17286,0.085,-0.30057,0.026,0.00029
NAHCO3,NAHCO3,YER143W,DDI1,,1.02028,0.043,1.35404,0.034,-0.33735,0.043,0.00002
NAHCO3,NAHCO3,YER176W,ECM32,,1.07621,0.013,0.95072,0.033,0.12329,0.013,0
NAHCO3,NAHCO3,YER175C,TMT1,,0.87061,0.058,1.07051,0.044,-0.1967,0.058,0.00008
NAHCO3,NAHCO3,YER174C,GRX4,,0.95024,0.017,1.02927,0.053,-0.07235,0.017,0
NAHCO3,NAHCO3,YER173W,RAD24,,1.1492,0.06,0.99341,0.01,0.15981,0.06,0.00004
NAHCO3,NAHCO3,YER170W,ADK2,,1.15165,0.039,1.00325,0.024,0.1548,0.039,0.00001
NAHCO3,NAHCO3,YER167W,BCK2,,1.23954,0.026,1.03784,0.033,0.20321,0.026,0
NAHCO3,NAHCO3,YER166W,DNF1,,1.17945,0.006,0.95959,0.04,0.23221,0.006,0.00001
NAHCO3,NAHCO3,YER164W,CHD1,,0.88811,0.045,0.95083,0.035,-0.06859,0.045,0.00004
